,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,-0.073012596,-0.132670397,0.003540038,-0.003540038,0.024908925,-0.024908925,-0.186061509,0.012393672,0.012393672,0.461251924,0.132670397,-0.003540038,-0.003540038,0.024908925,-0.024908925,-0.186061509,-0.012393672,0.012393672,-0.461251924,-0.110832842,0.008871348,-0.008871348,0.030460441,-0.030460441,0.008871348,0.008871348,-0.002893285,-0.002893285,0.002893285,0.002893285,-0.00626233,-0.00626233,0.00626233,0.00626233,0.030460441,-0.030460441,-0.00626233,0.00626233,0.00626233,-0.00626233,-0.028245725,0.028245725,0.028245725,-0.028245725,0.064590356,-0.001555383,0.001555383,-0.012508154,0.012508154,0.00999897,-0.00999897,-0.002091186,0.002091186,0.002091186,-0.002091186,-0.007074373,0.007074373,0.007074373,-0.007074373,0.110302123,-0.010856005,0.010856005,-0.042861212,0.042861212,-0.064590356,-0.00999897,-0.00999897,0.001555383,0.001555383,0.002091186,0.002091186,0.002091186,0.002091186,0.012508154,-0.012508154,0.007074373,-0.007074373,0.007074373,-0.007074373,0.085006137,-0.007051289,-0.007051289,-0.007051289,0.007051289,0.006714561,-0.006714561,0.006714561,-0.006714561,0.068686199,0.012129867,0.012129867,0.110302123,-0.010856005,-0.010856005,-0.042861212,0.042861212,-0.068686199,-0.012129867,0.012129867,-0.127083489,-7.147909919
11,-0.077670465,-0.132138777,0.00356918,-0.00356918,0.024538576,-0.024538576,-0.186099026,0.012571658,0.012571658,0.459247402,0.132138777,-0.00356918,-0.00356918,0.024538576,-0.024538576,-0.186099026,-0.012571658,0.012571658,-0.459247402,-0.111233897,0.008780719,-0.008780719,0.030698529,-0.030698529,0.008780719,0.008780719,-0.00285481,-0.00285481,0.00285481,0.00285481,-0.00625294,-0.00625294,0.00625294,0.00625294,0.030698529,-0.030698529,-0.00625294,0.00625294,0.00625294,-0.00625294,-0.028351663,0.028351663,0.028351663,-0.028351663,0.064584678,-0.001612898,0.001612898,-0.01240875,0.01240875,0.009983106,-0.009983106,-0.002022341,0.002022341,0.002022341,-0.002022341,-0.007036,0.007036,0.007036,-0.007036,0.110444789,-0.010737003,0.010737003,-0.042828355,0.042828355,-0.064584678,-0.009983106,-0.009983106,0.001612898,0.001612898,0.002022341,0.002022341,0.002022341,0.002022341,0.01240875,-0.01240875,0.007036,-0.007036,0.007036,-0.007036,0.084954954,-0.007132697,-0.007132697,-0.007132697,0.007132697,0.006704111,-0.006704111,0.006704111,-0.006704111,0.068538386,0.012004479,0.012004479,0.110444789,-0.010737003,-0.010737003,-0.042828355,0.042828355,-0.068538386,-0.012004479,0.012004479,-0.126687239,-7.157916704
12,-0.082257443,-0.13160333,0.003595163,-0.003595163,0.024171129,-0.024171129,-0.186139816,0.012744807,0.012744807,0.457276951,0.13160333,-0.003595163,-0.003595163,0.024171129,-0.024171129,-0.186139816,-0.012744807,0.012744807,-0.457276951,-0.111628833,0.008694212,-0.008694212,0.030932518,-0.030932518,0.008694212,0.008694212,-0.002819195,-0.002819195,0.002819195,0.002819195,-0.006243588,-0.006243588,0.006243588,0.006243588,0.030932518,-0.030932518,-0.006243588,0.006243588,0.006243588,-0.006243588,-0.028453957,0.028453957,0.028453957,-0.028453957,0.064581007,-0.00166706,0.00166706,-0.01231107,0.01231107,0.009968674,-0.009968674,-0.00195634,0.00195634,0.00195634,-0.00195634,-0.006999814,0.006999814,0.006999814,-0.006999814,0.110581814,-0.010622317,0.010622317,-0.042792576,0.042792576,-0.064581007,-0.009968674,-0.009968674,0.00166706,0.00166706,0.00195634,0.00195634,0.00195634,0.00195634,0.01231107,-0.01231107,0.006999814,-0.006999814,0.006999814,-0.006999814,0.084904531,-0.007210565,-0.007210565,-0.007210565,0.007210565,0.006695054,-0.006695054,0.006695054,-0.006695054,0.068394345,0.011884604,0.011884604,0.110581814,-0.010622317,-0.010622317,-0.042792576,0.042792576,-0.068394345,-0.011884604,0.011884604,-0.126294102,-7.1677865
13,-0.086773541,-0.131064315,0.003618022,-0.003618022,0.023806698,-0.023806698,-0.186183818,0.012913364,0.012913364,0.455340464,0.131064315,-0.003618022,-0.003618022,0.023806698,-0.023806698,-0.186183818,-0.012913364,0.012913364,-0.455340464,-0.112017838,0.008611833,-0.008611833,0.031162438,-0.031162438,0.008611833,0.008611833,-0.002786238,-0.002786238,0.002786238,0.002786238,-0.006234368,-0.006234368,0.006234368,0.006234368,0.031162438,-0.031162438,-0.006234368,0.006234368,0.006234368,-0.006234368,-0.028552696,0.028552696,0.028552696,-0.028552696,0.064579124,-0.001717939,0.001717939,-0.012215091,0.012215091,0.009955714,-0.009955714,-0.001893136,0.001893136,0.001893136,-0.001893136,-0.006965779,0.006965779,0.006965779,-0.006965779,0.110713398,-0.010511917,0.010511917,-0.042754044,0.042754044,-0.064579124,-0.009955714,-0.009955714,0.001717939,0.001717939,0.001893136,0.001893136,0.001893136,0.001893136,0.012215091,-0.012215091,0.006965779,-0.006965779,0.006965779,-0.006965779,0.084854994,-0.007285045,-0.007285045,-0.007285045,0.007285045,0.006687305,-0.006687305,0.006687305,-0.006687305,0.068253917,0.011770085,0.011770085,0.110713398,-0.010511917,-0.010511917,-0.042754044,0.042754044,-0.068253917,-0.011770085,0.011770085,-0.125904224,-7.177521692
14,-0.091218799,-0.13052199,0.003637803,-0.003637803,0.023445381,-0.023445381,-0.186230966,0.013077565,0.013077565,0.453437817,0.13052199,-0.003637803,-0.003637803,0.023445381,-0.023445381,-0.186230966,-0.013077565,0.013077565,-0.453437817,-0.112401099,0.008533563,-0.008533563,0.031388326,-0.031388326,0.008533563,0.008533563,-0.002755744,-0.002755744,0.002755744,0.002755744,-0.006225364,-0.006225364,0.006225364,0.006225364,0.031388326,-0.031388326,-0.006225364,0.006225364,0.006225364,-0.006225364,-0.028647972,0.028647972,0.028647972,-0.028647972,0.06457882,-0.001765614,0.001765614,-0.01212078,0.01212078,0.009944255,-0.009944255,-0.001832673,0.001832673,0.001832673,-0.001832673,-0.006933851,0.006933851,0.006933851,-0.006933851,0.110839741,-0.010405754,0.010405754,-0.042712927,0.042712927,-0.06457882,-0.009944255,-0.009944255,0.001765614,0.001765614,0.001832673,0.001832673,0.001832673,0.001832673,0.01212078,-0.01212078,0.006933851,-0.006933851,0.006933851,-0.006933851,0.084806451,-0.007356287,-0.007356287,-0.007356287,0.007356287,0.006680776,-0.006680776,0.006680776,-0.006680776,0.068116942,0.01166076,0.01166076,0.110839741,-0.010405754,-0.010405754,-0.042712927,0.042712927,-0.068116942,-0.01166076,0.01166076,-0.125517744,-7.187124601
15,-0.095593288,-0.129976612,0.003654567,-0.003654567,0.023087264,-0.023087264,-0.186281193,0.013237635,0.013237635,0.451568877,0.129976612,-0.003654567,-0.003654567,0.023087264,-0.023087264,-0.186281193,-0.013237635,0.013237635,-0.451568877,-0.11277879,0.008459366,-0.008459366,0.031610222,-0.031610222,0.008459366,0.008459366,-0.00272753,-0.00272753,0.00272753,0.00272753,-0.006216647,-0.006216647,0.006216647,0.006216647,0.031610222,-0.031610222,-0.006216647,0.006216647,0.006216647,-0.006216647,-0.028739876,0.028739876,0.028739876,-0.028739876,0.064579897,-0.001810171,0.001810171,-0.012028096,0.012028096,0.009934316,-0.009934316,-0.001774888,0.001774888,0.001774888,-0.001774888,-0.006903978,0.006903978,0.006903978,-0.006903978,0.110961041,-0.010303765,0.010303765,-0.04266939,0.04266939,-0.064579897,-0.009934316,-0.009934316,0.001810171,0.001810171,0.001774888,0.001774888,0.001774888,0.001774888,0.012028096,-0.012028096,0.006903978,-0.006903978,0.006903978,-0.006903978,0.084758999,-0.00742444,-0.00742444,-0.00742444,0.00742444,0.006675382,-0.006675382,0.006675382,-0.006675382,0.067983266,0.011556457,0.011556457,0.110961041,-0.010303765,-0.010303765,-0.04266939,0.04266939,-0.067983266,-0.011556457,0.011556457,-0.125134797,-7.196597486
16,-0.099897107,-0.129428436,0.003668381,-0.003668381,0.022732416,-0.022732416,-0.186334428,0.013393789,0.013393789,0.449733497,0.129428436,-0.003668381,-0.003668381,0.022732416,-0.022732416,-0.186334428,-0.013393789,0.013393789,-0.449733497,-0.11315108,0.00838919,-0.00838919,0.031828174,-0.031828174,0.00838919,0.00838919,-0.002701422,-0.002701422,0.002701422,0.002701422,-0.006208279,-0.006208279,0.006208279,0.006208279,0.031828174,-0.031828174,-0.006208279,0.006208279,0.006208279,-0.006208279,-0.0288285,0.0288285,0.0288285,-0.0288285,0.064582167,-0.001851701,0.001851701,-0.011936995,0.011936995,0.009925901,-0.009925901,-0.001719714,0.001719714,0.001719714,-0.001719714,-0.006876103,0.006876103,0.006876103,-0.006876103,0.111077491,-0.010205874,0.010205874,-0.042623595,0.042623595,-0.064582167,-0.009925901,-0.009925901,0.001851701,0.001851701,0.001719714,0.001719714,0.001719714,0.001719714,0.011936995,-0.011936995,0.006876103,-0.006876103,0.006876103,-0.006876103,0.084712718,-0.007489645,-0.007489645,-0.007489645,0.007489645,0.006671043,-0.006671043,0.006671043,-0.006671043,0.067852739,0.011457001,0.011457001,0.111077491,-0.010205874,-0.010205874,-0.042623595,0.042623595,-0.067852739,-0.011457001,0.011457001,-0.12475551,-7.205942547
17,-0.10413038,-0.12887772,0.003679321,-0.003679321,0.022380901,-0.022380901,-0.186390602,0.013546228,0.013546228,0.447931516,0.12887772,-0.003679321,-0.003679321,0.022380901,-0.022380901,-0.186390602,-0.013546228,0.013546228,-0.447931516,-0.113518128,0.00832297,-0.00832297,0.032042228,-0.032042228,0.00832297,0.00832297,-0.002677258,-0.002677258,0.002677258,0.002677258,-0.006200311,-0.006200311,0.006200311,0.006200311,0.032042228,-0.032042228,-0.006200311,0.006200311,0.006200311,-0.006200311,-0.028913936,0.028913936,0.028913936,-0.028913936,0.064585456,-0.001890299,0.001890299,-0.011847428,0.011847428,0.009919008,-0.009919008,-0.001667078,0.001667078,0.001667078,-0.001667078,-0.006850167,0.006850167,0.006850167,-0.006850167,0.11118928,-0.010111996,0.010111996,-0.042575701,0.042575701,-0.064585456,-0.009919008,-0.009919008,0.001890299,0.001890299,0.001667078,0.001667078,0.001667078,0.001667078,0.011847428,-0.011847428,0.006850167,-0.006850167,0.006850167,-0.006850167,0.084667678,-0.007552042,-0.007552042,-0.007552042,0.007552042,0.006667678,-0.006667678,0.006667678,-0.006667678,0.067725219,0.011362214,0.011362214,0.11118928,-0.010111996,-0.010111996,-0.042575701,0.042575701,-0.067725219,-0.011362214,0.011362214,-0.124380008,-7.215161928
18,-0.108293258,-0.128324715,0.003687469,-0.003687469,0.022032771,-0.022032771,-0.18644964,0.013695145,0.013695145,0.446162764,0.128324715,-0.003687469,-0.003687469,0.022032771,-0.022032771,-0.18644964,-0.013695145,0.013695145,-0.446162764,-0.113880082,0.008260626,-0.008260626,0.032252436,-0.032252436,0.008260626,0.008260626,-0.002654886,-0.002654886,0.002654886,0.002654886,-0.006192789,-0.006192789,0.006192789,0.006192789,0.032252436,-0.032252436,-0.006192789,0.006192789,0.006192789,-0.006192789,-0.028996273,0.028996273,0.028996273,-0.028996273,0.064589598,-0.001926063,0.001926063,-0.011759345,0.011759345,0.009913626,-0.009913626,-0.001616906,0.001616906,0.001616906,-0.001616906,-0.006826106,0.006826106,0.006826106,-0.006826106,0.111296593,-0.010022037,0.010022037,-0.042525862,0.042525862,-0.064589598,-0.009913626,-0.009913626,0.001926063,0.001926063,0.001616906,0.001616906,0.001616906,0.001616906,0.011759345,-0.011759345,0.006826106,-0.006826106,0.006826106,-0.006826106,0.084623936,-0.007611764,-0.007611764,-0.007611764,0.007611764,0.00666521,-0.00666521,0.00666521,-0.00666521,0.067600567,0.011271919,0.011271919,0.111296593,-0.010022037,-0.010022037,-0.042525862,0.042525862,-0.067600567,-0.011271919,0.011271919,-0.124008407,-7.224257718
19,-0.112385913,-0.127769675,0.003692912,-0.003692912,0.02168807,-0.02168807,-0.186511471,0.013840718,0.013840718,0.444427061,0.127769675,-0.003692912,-0.003692912,0.02168807,-0.02168807,-0.186511471,-0.013840718,0.013840718,-0.444427061,-0.114237081,0.008202074,-0.008202074,0.03245885,-0.03245885,0.008202074,0.008202074,-0.002634162,-0.002634162,0.002634162,0.002634162,-0.006185749,-0.006185749,0.006185749,0.006185749,0.03245885,-0.03245885,-0.006185749,0.006185749,0.006185749,-0.006185749,-0.0290756,0.0290756,0.0290756,-0.0290756,0.064594439,-0.001959093,0.001959093,-0.011672691,0.011672691,0.009909737,-0.009909737,-0.001569119,0.001569119,0.001569119,-0.001569119,-0.006803854,0.006803854,0.006803854,-0.006803854,0.11139961,-0.009935898,0.009935898,-0.042474228,0.042474228,-0.064594439,-0.009909737,-0.009909737,0.001959093,0.001959093,0.001569119,0.001569119,0.001569119,0.001569119,0.011672691,-0.011672691,0.006803854,-0.006803854,0.006803854,-0.006803854,0.08458154,-0.00766894,-0.00766894,-0.00766894,0.00766894,0.006663566,-0.006663566,0.006663566,-0.006663566,0.067478651,0.011185936,0.011185936,0.11139961,-0.009935898,-0.009935898,-0.042474228,0.042474228,-0.067478651,-0.011185936,0.011185936,-0.12364082,-7.233231953
