,0
271,-7.879524917919166
272,-7.879662904579865
273,-7.879795291312604
274,-7.879922139421035
275,-7.880043509576633
276,-7.880159461826709
277,-7.880270055602499
278,-7.8803753497269815
279,-7.880475402422643
280,-7.880570271319055
281,-7.880660013460361
282,-7.880744685312684
283,-7.8808243427713345
284,-7.880899041167912
285,-7.880968835277467
286,-7.8810337793252145
287,-7.881093926993477
288,-7.8811493314283165
289,-7.881200045246149
290,-7.88124612054015
291,-7.881287608886783
292,-7.881324561351944
293,-7.881357028497209
294,-7.881385060385916
295,-7.881408706589168
296,-7.881428016191711
297,-7.881443037797775
298,-7.881453819536797
299,-7.881460409069031
300,-7.88146285359115
301,-7.881461199841647
302,-7.881455494106341
303,-7.881445782223525
304,-7.881432109589332
305,-7.881414521162826
306,-7.881393061471055
307,-7.881367774614141
308,-7.881338704270101
309,-7.881305893699783
310,-7.881269385751609
311,-7.881229222866308
312,-7.88118544708157
313,-7.8811381000366225
314,-7.88108722297674
315,-7.881032856757734
316,-7.8809750418503
317,-7.880913818344357
318,-7.880849225953352
319,-7.880781304018427
320,-7.88071009151259
321,-7.880635627044811
322,-7.880557948864063
323,-7.880477094863271
324,-7.8803931025832865
325,-7.880306009216761
326,-7.88021585161192
327,-7.880122666276393
328,-7.880026489380901
329,-7.879927356762927
330,-7.8798253039303745
331,-7.879720366065093
332,-7.879612578026455
333,-7.8795019743547865
334,-7.879388589274897
335,-7.879272456699321
336,-7.879153610231829
337,-7.879032083170628
338,-7.878907908511664
339,-7.878781118951849
340,-7.878651746892212
341,-7.878519824441081
342,-7.878385383417124
343,-7.878248455352514
344,-7.878109071495829
345,-7.8779672628151545
346,-7.877823060000952
347,-7.877676493468991
348,-7.877527593363256
349,-7.877376389558783
350,-7.877222911664426
351,-7.87706718902569
352,-7.876909250727425
353,-7.876749125596547
354,-7.8765868422047545
355,-7.876422428871091
356,-7.876255913664629
357,-7.8760873244070355
358,-7.875916688675081
359,-7.875744033803205
360,-7.875569386885997
361,-7.875392774780654
362,-7.875214224109415
363,-7.875033761261959
364,-7.874851412397777
365,-7.874667203448572
366,-7.874481160120495
367,-7.87429330789653
368,-7.874103672038689
369,-7.873912277590319
370,-7.8737191493782905
371,-7.8735243120151805
372,-7.873327789901443
373,-7.873129607227584
374,-7.872929787976254
375,-7.872728355924353
376,-7.872525334645122
377,-7.872320747510123
378,-7.872114617691389
379,-7.871906968163289
380,-7.871697821704622
381,-7.871487200900513
382,-7.871275128144411
383,-7.871061625639899
384,-7.870846715402733
385,-7.8706304192626
386,-7.870412758865053
387,-7.8701937556732915
388,-7.869973430970009
389,-7.869751805859173
390,-7.86952890126781
391,-7.86930473794776
392,-7.86907933647741
393,-7.868852717263399
394,-7.8686249005423825
395,-7.868395906382618
396,-7.8681657546857044
397,-7.867934465188185
398,-7.867702057463207
399,-7.867468550922115
400,-7.867233964816031
401,-7.86699831823746
402,-7.866761630121822
403,-7.86652391924903
404,-7.866285204244953
405,-7.866045503583011
406,-7.865804835585592
407,-7.865563218425542
408,-7.865320670127678
409,-7.865077208570173
410,-7.864832851486011
411,-7.864587616464401
412,-7.864341520952164
413,-7.864094582255126
414,-7.863846817539493
415,-7.863598243833176
416,-7.863348878027169
417,-7.863098736876827
418,-7.862847837003207
419,-7.862596194894377
420,-7.862343826906635
421,-7.862090749265825
422,-7.861836978068602
423,-7.861582529283612
424,-7.861327418752757
425,-7.8610716621923995
426,-7.860815275194558
427,-7.860558273228063
428,-7.860300671639783
429,-7.8600424856557405
430,-7.859783730382231
431,-7.859524420807025
432,-7.859264571800418
433,-7.859004198116356
434,-7.858743314393524
435,-7.85848193515645
436,-7.858220074816519
437,-7.857957747673064
438,-7.857694967914371
439,-7.857431749618774
440,-7.857168106755553
441,-7.856904053186072
442,-7.856639602664641
443,-7.856374768839583
444,-7.856109565254173
445,-7.855844005347555
446,-7.855578102455724
447,-7.855311869812446
448,-7.855045320550139
449,-7.854778467700849
450,-7.854511324197068
451,-7.8542439028726365
452,-7.853976216463634
453,-7.85370827760922
454,-7.8534400988524595
455,-7.853171692641194
456,-7.85290307132882
457,-7.85263424717514
458,-7.852365232347123
459,-7.852096038919715
460,-7.851826678876612
461,-7.851557164111005
462,-7.851287506426332
463,-7.851017717537069
464,-7.850747809069378
465,-7.850477792561889
466,-7.85020767946637
467,-7.849937481148438
468,-7.84966720888824
469,-7.849396873881124
470,-7.849126487238305
471,-7.848856059987491
472,-7.848585603073571
473,-7.848315127359177
474,-7.848044643625387
475,-7.84777416257223
476,-7.847503694819361
477,-7.847233250906592
478,-7.8469628412945385
479,-7.846692476365084
480,-7.846422166421983
481,-7.846151921691423
482,-7.845881752322522
483,-7.8456116683878445
484,-7.845341679883923
485,-7.84507179673178
486,-7.844802028777338
487,-7.844532385791995
488,-7.84426287747302
489,-7.843993513444052
490,-7.843724303255493
491,-7.843455256385006
492,-7.843186382237892
493,-7.842917690147522
494,-7.842649189375752
495,-7.842380889113295
496,-7.842112798480135
497,-7.841844926525841
498,-7.841577282230015
499,-7.841309874502566
500,-7.841042712184129
501,-7.840775804046317
502,-7.840509158792108
503,-7.840242785056165
504,-7.8399766914050675
505,-7.839710886337689
506,-7.839445378285428
507,-7.839180175612528
508,-7.8389152866163
509,-7.838650719527427
510,-7.838386482510159
511,-7.838122583662587
512,-7.837859031016897
513,-7.837595832539519
514,-7.8373329961314235
515,-7.837070529628258
516,-7.836808440800562
517,-7.836546737353973
518,-7.836285426929411
519,-7.836024517103189
520,-7.835764015387232
521,-7.835503929229251
522,-7.835244266012773
523,-7.834985033057429
524,-7.83472623761896
525,-7.834467886889403
526,-7.8342099879972045
527,-7.833952548007287
528,-7.8336955739212115
529,-7.833439072677183
530,-7.833183051150239
531,-7.832927516152234
532,-7.832672474431972
533,-7.832417932675245
534,-7.832163897504888
535,-7.831910375480854
536,-7.831657373100235
537,-7.831404896797318
538,-7.831152952943602
539,-7.830901547847844
540,-7.830650687756085
541,-7.830400378851629
542,-7.830150627255102
543,-7.829901439024424
544,-7.829652820154844
545,-7.829404776578903
546,-7.82915731416644
547,-7.8289104387245825
548,-7.828664155997741
549,-7.828418471667543
550,-7.8281733913529
551,-7.827928920609866
552,-7.827685064931698
553,-7.827441829748766
554,-7.827199220428554
555,-7.826957242275588
556,-7.826715900531405
557,-7.826475200374531
558,-7.826235146920384
559,-7.825995745221284
560,-7.825757000266331
561,-7.825518916981435
562,-7.825281500229177
563,-7.825044754808822
564,-7.824808685456228
565,-7.824573296843767
566,-7.824338593580326
567,-7.82410458021121
568,-7.823871261218071
569,-7.823638641018895
570,-7.823406723967902
571,-7.823175514355492
572,-7.822945016408208
573,-7.822715234288679
574,-7.822486172095539
575,-7.822257833863388
576,-7.822030223562762
577,-7.821803345100028
578,-7.821577202317412
579,-7.82135179899286
580,-7.821127138840094
581,-7.8209032255084745
582,-7.820680062583029
583,-7.820457653584385
584,-7.820236001968757
585,-7.820015111127911
586,-7.819794984389094
587,-7.819575625015112
588,-7.819357036204221
589,-7.81913922109014
590,-7.818922182742057
591,-7.8187059241646395
592,-7.818490448297958
593,-7.8182757580175934
594,-7.818061856134568
595,-7.817848745395405
596,-7.817636428482143
597,-7.817424908012323
598,-7.817214186539089
599,-7.817004266551158
600,-7.816795150472931
601,-7.816586840664485
602,-7.816379339421656
603,-7.8161726489761145
604,-7.8159667714954155
605,-7.815761709083084
606,-7.8155574637786875
607,-7.81535403755797
608,-7.815151432332887
609,-7.814949649951748
610,-7.814748692199327
611,-7.814548560797002
612,-7.814349257402819
613,-7.814150783611706
614,-7.813953140955569
615,-7.813756330903457
616,-7.813560354861718
617,-7.813365214174178
618,-7.813170910122289
619,-7.812977443925359
620,-7.812784816740677
621,-7.812593029663801
622,-7.812402083728678
623,-7.812211979907923
624,-7.812022719113018
625,-7.811834302194532
626,-7.8116467299424
627,-7.811460003086156
628,-7.811274122295171
629,-7.811089088178931
630,-7.81090490128735
631,-7.810721562110997
632,-7.810539071081417
633,-7.810357428571427
634,-7.810176634895441
635,-7.809996690309737
636,-7.809817595012839
637,-7.809639349145824
638,-7.809461952792665
639,-7.809285405980551
640,-7.809109708680329
641,-7.808934860806761
642,-7.8087608622189695
643,-7.808587712720792
644,-7.808415412061191
645,-7.808243959934607
646,-7.808073355981397
647,-7.807903599788237
648,-7.807734690888539
649,-7.807566628762871
650,-7.807399412839379
651,-7.807233042494283
652,-7.807067517052217
653,-7.806902835786792
654,-7.806738997920974
655,-7.806576002627606
656,-7.806413849029822
657,-7.806252536201583
658,-7.806092063168115
659,-7.805932428906408
660,-7.805773632345742
661,-7.805615672368156
662,-7.805458547808918
663,-7.805302257457124
664,-7.805146800056142
665,-7.804992174304137
666,-7.8048383788546545
667,-7.804685412317046
668,-7.8045332732571016
669,-7.804381960197542
670,-7.804231471618528
671,-7.804081805958283
672,-7.8039329616135715
673,-7.803784936940287
674,-7.803637730253984
675,-7.803491339830439
676,-7.803345763906243
677,-7.8032010006793175
678,-7.803057048309515
679,-7.802913904919171
680,-7.802771568593648
681,-7.802630037381984
682,-7.802489309297359
683,-7.802349382317788
684,-7.802210254386571
685,-7.802071923412982
686,-7.801934387272765
687,-7.801797643808782
688,-7.80166169083151
689,-7.801526526119712
690,-7.8013921474209535
691,-7.801258552452181
692,-7.801125738900369
693,-7.8009937044229964
694,-7.800862446648724
695,-7.800731963177902
696,-7.800602251583193
697,-7.800473309410101
698,-7.800345134177619
699,-7.800217723378735
700,-7.800091074481014
701,-7.799965184927212
702,-7.7998400521358064
703,-7.799715673501576
704,-7.7995920463961435
705,-7.799469168168597
706,-7.799347036145971
707,-7.799225647633877
708,-7.79910499991701
709,-7.798985090259723
710,-7.798865915906554
711,-7.798747474082836
712,-7.798629761995135
713,-7.798512776831908
714,-7.798396515763936
715,-7.798280975944914
716,-7.798166154511992
717,-7.798052048586246
718,-7.797938655273259
719,-7.7978259716635865
720,-7.797713994833307
721,-7.7976027218445365
722,-7.797492149745896
723,-7.79738227557305
724,-7.797273096349187
725,-7.797164609085497
726,-7.79705681078169
727,-7.796949698426468
728,-7.796843268998003
729,-7.796737519464404
730,-7.796632446784181
731,-7.796528047906745
732,-7.796424319772807
733,-7.796321259314898
734,-7.796218863457757
735,-7.796117129118834
736,-7.796016053208673
737,-7.795915632631395
738,-7.795815864285092
739,-7.79571674506224
740,-7.7956182718501665
741,-7.795520441531434
742,-7.795423250984229
743,-7.7953266970827855
744,-7.795230776697799
745,-7.795135486696762
746,-7.795040823944399
747,-7.794946785303039
748,-7.794853367632966
749,-7.794760567792816
750,-7.7946683826399115
751,-7.79457680903066
752,-7.794485843820837
753,-7.79439548386603
754,-7.794305726021893
755,-7.794216567144517
756,-7.794128004090793
757,-7.794040033718663
758,-7.793952652887504
759,-7.793865858458393
760,-7.793779647294477
761,-7.793694016261213
762,-7.793608962226704
763,-7.793524482061969
764,-7.793440572641263
765,-7.793357230842301
766,-7.793274453546602
767,-7.793192237639711
768,-7.79311058001149
769,-7.793029477556357
770,-7.792948927173573
771,-7.792868925767458
772,-7.792789470247662
773,-7.792710557529371
774,-7.7926321845336055
775,-7.792554348187385
776,-7.79247704542398
777,-7.79240027318313
778,-7.792324028411265
779,-7.792248308061713
780,-7.792173109094889
781,-7.7920984284785275
782,-7.792024263187825
783,-7.791950610205718
784,-7.791877466522983
785,-7.7918048291384725
786,-7.7917326950592365
787,-7.791661061300781
788,-7.7915899248871705
789,-7.791519282851208
790,-7.791449132234594
791,-7.791379470088079
792,-7.791310293471656
793,-7.7912415994546285
794,-7.791173385115834
795,-7.79110564754373
796,-7.791038383836547
797,-7.790971591102428
798,-7.790905266459541
799,-7.790839407036199
800,-7.790774009971008
801,-7.790709072412958
802,-7.790644591521519
803,-7.790580564466801
804,-7.790516988429597
805,-7.790453860601534
806,-7.79039117818517
807,-7.790328938394023
808,-7.7902671384527515
809,-7.7902057755971565
810,-7.790144847074356
811,-7.790084350142773
812,-7.790024282072298
813,-7.789964640144293
814,-7.789905421651704
815,-7.789846623899102
816,-7.789788244202807
817,-7.7897302798908665
818,-7.789672728303168
819,-7.789615586791496
820,-7.789558852719561
821,-7.7895025234630655
822,-7.789446596409765
823,-7.789391068959474
824,-7.789335938524168
825,-7.789281202527944
826,-7.789226858407164
827,-7.789172903610381
828,-7.789119335598445
829,-7.789066151844525
830,-7.789013349834109
831,-7.788960927065037
832,-7.788908881047564
833,-7.7888572093043225
834,-7.788805909370387
835,-7.788754978793273
836,-7.78870441513298
837,-7.788654215961941
838,-7.788604378865099
839,-7.788554901439884
840,-7.788505781296251
841,-7.788457016056633
842,-7.7884086033559985
843,-7.788360540841824
844,-7.788312826174106
845,-7.788265457025355
846,-7.788218431080611
847,-7.788171746037392
848,-7.78812539960574
849,-7.788079389508205
850,-7.788033713479797
851,-7.787988369268023
852,-7.787943354632845
853,-7.787898667346692
854,-7.787854305194403
855,-7.787810265973274
856,-7.787766547493
857,-7.787723147575627
858,-7.787680064055615
859,-7.787637294779755
860,-7.787594837607148
861,-7.787552690409207
862,-7.787510851069639
863,-7.7874693174843745
864,-7.787428087561593
865,-7.787387159221677
866,-7.787346530397145
867,-7.7873061990327015
868,-7.787266163085128
869,-7.787226420523306
870,-7.787186969328163
871,-7.787147807492639
872,-7.7871089330216705
873,-7.7870703439321005
874,-7.78703203825275
875,-7.786994014024263
876,-7.786956269299141
877,-7.7869188021416935
878,-7.786881610627993
879,-7.786844692845847
880,-7.7868080468947225
881,-7.7867716708857735
882,-7.786735562941726
883,-7.786699721196895
884,-7.786664143797109
885,-7.786628828899687
886,-7.786593774673376
887,-7.786558979298333
888,-7.7865244409660574
889,-7.786490157879363
890,-7.786456128252344
891,-7.786422350310278
892,-7.786388822289645
893,-7.786355542438057
894,-7.786322509014193
895,-7.786289720287789
896,-7.786257174539552
897,-7.786224870061145
898,-7.7861928051551255
899,-7.7861609781349035
900,-7.7861293873246815
901,-7.786098031059435
902,-7.786066907684827
903,-7.786036015557188
904,-7.786005353043459
905,-7.78597491852115
906,-7.78594471037825
907,-7.785914727013265
908,-7.785884965642875
909,-7.785855426994196
910,-7.785826108375847
911,-7.785797008227423
912,-7.785768124998546
913,-7.785739457149047
914,-7.7857110031487995
915,-7.785682761477761
916,-7.785654730625967
917,-7.785626909093126
918,-7.7855992953891535
919,-7.785571888033521
920,-7.785544685555858
921,-7.785517686495055
922,-7.78549088940006
923,-7.7854642928292295
924,-7.785437895350612
925,-7.785411695541755
926,-7.785385691989758
927,-7.785359883290984
928,-7.7853342680512965
929,-7.7853088448487835
930,-7.785283612378944
931,-7.7852585692417176
932,-7.785233714079487
933,-7.785209045543444
934,-7.7851845622956635
935,-7.785160263006093
936,-7.785136146353036
937,-7.785112211024769
938,-7.785088455717656
939,-7.7850648791375265
940,-7.785041479998728
941,-7.785018257025318
942,-7.784995208946111
943,-7.784972334503953
944,-7.784949632446678
945,-7.784927101532603
946,-7.784904740526072
947,-7.784882548202394
948,-7.784860523343852
949,-7.784838664741185
950,-7.784816971194099
951,-7.784795441508356
952,-7.7847740745017955
953,-7.784752868996821
954,-7.7847318238254015
955,-7.784710937827026
956,-7.784690209848906
957,-7.78466963874907
958,-7.7846492233891045
959,-7.784628962639785
960,-7.784608855383405
961,-7.784588900502951
962,-7.784569096895064
963,-7.7845494434657185
964,-7.784529939118621
965,-7.7845105827759715
966,-7.784491373358496
967,-7.784472309806634
968,-7.784453391053142
969,-7.784434616046468
970,-7.78441598374951
971,-7.784397493119031
972,-7.784379143120296
973,-7.784360932743496
974,-7.784342860956073
975,-7.784324926753732
976,-7.784307129118859
977,-7.7842894670414955
978,-7.784271939503825
979,-7.784254545472184
980,-7.7842372843002385
981,-7.784220154713715
982,-7.78420315434818
983,-7.784186284348951
984,-7.784169543683994
985,-7.784152930623949
986,-7.784136444604291
987,-7.784120084662159
988,-7.7841038499138975
989,-7.784087739398164
990,-7.784071755014315
991,-7.7840558901781565
992,-7.784040146777514
993,-7.784024523940648
994,-7.784009020774786
995,-7.783993636390802
996,-7.783978369931489
997,-7.783963220539519
998,-7.783948187329627
999,-7.783933269480308
